,correct,query,date1,task
676,False,"select distinct id, name, year from ghosts order by year asc",28/09/21 15:01:45,009
677,False,"select id, distinct name, distinct year from ghosts order by year asc",28/09/21 15:02:03,009
678,True,"select * from ghosts order by year asc, name asc",28/09/21 15:02:30,009
679,False,select distinct name from ghost where year = 1833,28/09/21 15:02:53,010
680,True,select distinct name from ghosts where year = 1833,28/09/21 15:03:00,010
681,True,select * from ghosts where year = 1650,28/09/21 15:03:21,011
682,False,SELECT NAME FROM Ghosts WHERE YEAR='1650' DESC,28/09/21 15:03:59,012
683,False,SELECT NAME FROM Ghosts WHERE YEAR='1650' ORDER BY NAME DESC,28/09/21 15:04:12,012
684,True,SELECT DISTINCT NAME FROM Ghosts WHERE YEAR='1650' ORDER BY NAME DESC,28/09/21 15:04:20,012
685,False,select * from Ghosts where year between 1600 and 1699 group by year sort by name asc,02/10/21 12:33:33,013
686,False,select * from Ghosts where year between 1600 and 1699 group by year order by name asc,02/10/21 12:33:44,013
687,False,select * from Ghosts where year between 1600 and 1699 order by name asc,02/10/21 12:34:41,013
688,False,select * from Ghosts where year between 1600 and 1699 order by year desc,02/10/21 12:35:07,013
689,False,select * from Ghosts where year between 1600 and 1699 order by year desc order by name asc,02/10/21 12:35:28,013
690,True,"select * from Ghosts where year between 1600 and 1700 order by year desc, name asc",02/10/21 12:35:50,013
691,False,select * from ghosts where year = 1777 order by name asc,02/10/21 12:36:32,014
692,False,select name from ghosts where year = 1777 order by name asc,02/10/21 12:36:40,014
693,True,select distinct name from ghosts where year = 1777 order by name asc,02/10/21 12:36:52,014
694,False,select * from ghosts where name = 'Veronica' and year between 1700 and 1800,02/10/21 12:37:36,015
695,True,select * from ghosts where name = 'Veronika' and year between 1700 and 1800,02/10/21 12:37:58,015
696,True,select name from wizards where skill < 4 order by skill asc,02/10/21 12:38:41,016
697,False,select count(*) from ghosts where year between 1600 and 1700 group by name,02/10/21 12:39:30,017
698,False,select count(name) from ghosts where year between 1600 and 1700 group by name,02/10/21 12:39:52,017
699,False,select count(name) from ghosts where year between 1600 and 1700 group by name,02/10/21 12:39:56,017
700,False,select count(name) from ghosts where year between 1600 and 1700,02/10/21 12:40:23,017
701,False,select distinct count(name) from ghosts where year between 1600 and 1700,02/10/21 12:40:32,017
702,False,select count(name) from ghosts where year between 1600 and 1700 group by name,02/10/21 12:40:51,017
703,True,select count(distinct name) from ghosts where year between 1600 and 1700,02/10/21 12:41:10,017
704,True,SELECT MIN (YEAR) FROM GHOSTS WHERE YEAR BETWEEN '1700' AND '1800',02/10/21 12:42:14,018
705,True,select sum(murdered) from ghosts where name = 'Siegfried',02/10/21 12:43:13,019
706,False,select min(year) from ghosts where year between 1600 and 1700,02/10/21 12:44:02,020
707,True,select max(year) from ghosts where year between 1600 and 1700,02/10/21 12:44:13,020
708,True,select count(name) from ghosts where murdered >= 2,02/10/21 12:45:07,021
709,True,SELECT COUNT (*) FROM GHOSTS WHERE YEAR BETWEEN 1700 AND 1800,02/10/21 12:46:17,022
710,True,"select min(year), max(year) from ghosts",02/10/21 12:46:46,023
711,True,select name from ghosts order by name asc limit 1,02/10/21 12:47:31,024
712,False,select count(*) from ghosts group by year,02/10/21 12:48:34,025
713,False,select count(year) from ghosts group by year,02/10/21 12:48:45,025
714,False,select count(*) from ghosts group by year,02/10/21 12:49:23,025
715,False,select count(*) from ghosts group by year,02/10/21 12:49:25,025
716,True,select count(distinct year) from ghosts,02/10/21 12:49:42,025
717,False,SELECT COUNT(*) FROM WIZARDS GROUP BY AREA,02/10/21 12:50:35,026
718,True,"SELECT AREA, COUNT(*) FROM WIZARDS GROUP BY AREA",02/10/21 12:50:56,026
719,True,"SELECT AREA, SUM(SKILL) FROM WIZARDS GROUP BY AREA",15/10/21 18:17:43,027
720,True,SELECT name FROM Wizards WHERE skill < 4 ORDER BY skill ASC,15/10/21 18:18:51,028
721,False,"Select area, count(id)  from Wizards",15/10/21 18:19:52,029
722,False,"Select area, count(id)  from Wizards",15/10/21 18:19:52,029
723,True,"Select area, count(id)  from Wizards group by area",15/10/21 18:20:10,029
724,True,"select area, max(skill) from wizards group by area",15/10/21 18:20:57,030
725,False,"select area, count(skill=5) from wizards group by area",15/10/21 18:22:01,031
726,False,"select area, count( select * from wizards where skill = 5) from wizards group by area",15/10/21 18:22:45,031
727,False,"select area, counter = count( select * from wizards where skill = 5) from wizards group by area",15/10/21 18:23:08,031
728,False,"select area, counter = count( select skill from wizards where skill = 5) from wizards group by area",15/10/21 18:23:21,031
729,True,"select area, count(name) from wizards where skill = 5 group by area",15/10/21 18:23:48,031
730,True,SELECT AREA FROM WIZARDS WHERE SKILL < 3 GROUP BY AREA,15/10/21 18:24:55,032
731,False,select area from wizards where count(name) = 1 group by area,15/10/21 18:25:31,033
732,False,select area from wizards where count(area) = 1 group by area,15/10/21 18:26:28,033
733,False,select area from wizards where count(area) = 1 group by area,15/10/21 18:26:54,033
734,False,select area from wizards where count(area) = 1 group by area,15/10/21 18:26:56,033
735,True,select area from wizards group by area having count(*) = 1,15/10/21 18:27:20,033
736,False,"SELECT g.name, p.name FROM ghosts p, places g WHERE g.place_id == p.id",15/10/21 18:31:47,034
737,True,"SELECT g.name, p.name FROM ghosts g, places p WHERE g.place_id == p.id",15/10/21 18:32:09,034
738,True,"SELECT p.name FROM GHOSTS g, PLACES p WHERE p.id = g.place_id AND g.name = ""Arthur""",15/10/21 18:33:28,035
739,True,"select g.name from ghosts g, places p where g.place_id = p.id and p.name = 'forest'",15/10/21 18:37:54,036
740,True,"select g.name from ghosts g, places p where g.place_id = p.id and p.name = 'forest'",15/10/21 18:37:54,036
741,True,"SELECT g.name, p.name FROM Hauntings  h, PLACES p, Ghosts g WHERE g.id = h.ghost_id AND p.id = h.place_id",15/10/21 18:39:38,037
742,True,"select p.name from Ghosts g, Places p, Hauntings h where g.id = h.ghost_id and p.id = h.place_id and g.name = 'Desiree'",15/10/21 18:41:23,038
743,True,"select g.name from ghosts g, places p, hauntings h where g.id = h.ghost_id and p.id = h.place_id and p.name = 'forest'",15/10/21 18:42:21,039
744,False,"select w.name from wizards w, lessons l where w.id = l.pupil_id and w.name = 'Anna'",15/10/21 18:43:31,040
745,False,"select w.name from wizards w, lessons l where w.id = l.teacher_id and w.name = 'Anna'",15/10/21 18:43:40,040
746,False,"select distinct w.name from wizards w, lessons l where w.id = l.teacher_id and w.name = 'Anna'",15/10/21 18:43:49,040
747,False,"select distinct w.name from wizards w, lessons l where w.id = l.pupil_id and w.name = 'Anna'",15/10/21 18:44:05,040
748,False,"select w.name from wizards w, lessons l, where l.teacher_id = (select w.id from wizards w where w.name = 'Anna') and l.pupil_id = w.id",15/10/21 18:45:58,040
749,True,"select w.name from wizards w, lessons l where l.teacher_id = (select w.id from wizards w where w.name = 'Anna') and l.pupil_id = w.id",15/10/21 18:46:08,040
750,False,"select w.name from wizards w, lessons l where w.id = l.pupil_id and name != 'Bingo'",15/10/21 19:22:13,041
751,False,"select w.name from wizards w, lessons l where w.id = l.pupil_id",15/10/21 19:22:54,041
752,False,"select w.name from wizards w, lessons l where w.id = (select",15/10/21 19:23:45,041
753,False,"select w.name from wizards w, lessons l where w.id = (select",15/10/21 19:23:47,041
754,True,"select w.name from wizards w, lessons l where l.pupil_id = (select w.id from wizards w where w.name = 'Bingo') and l.teacher_id = w.id",15/10/21 19:25:36,041
755,True,"SELECT p.name FROM PLACES p INNER JOIN GHOSTS g ON p.id = g.place_id WHERE g.name = ""Arthur""",07/12/21 12:39:05,051
756,False,"SELECT a.name, n.name FROM Nouns n OUTER JOIN Adjectives a ON n.id = a.id WHERE n.type = ""gold""",07/12/21 12:42:22,052
757,False,"SELECT a.name, n.name FROM Nouns n LEFT JOIN Adjectives a ON n.id = a.id WHERE n.type = ""gold""",07/12/21 12:42:45,052
758,False,"SELECT a.name, n.name FROM Adjectives a LEFT JOIN Nouns n ON n.id = a.id WHERE n.type = ""gold""",07/12/21 12:43:20,052
759,False,"SELECT a.name, n.name FROM Adjectives a JOIN Nouns n ON n.id = a.id WHERE n.type = ""gold""",07/12/21 12:43:40,052
760,False,"SELECT a.name, n.name FROM Adjectives a cROSS JOIN Nouns n ON n.id = a.id WHERE n.type = ""gold""",07/12/21 12:43:58,052
761,True,"SELECT a.name, n.name FROM Adjectives a CROSS JOIN Nouns n WHERE n.type = ""gold""",07/12/21 12:44:29,052
762,False,"SELECT g.name, p.name FROM Hauntings  h JOIN PLACES p WHERE g.id = p.place_id JOIN Ghosts g ON g.id = h.ghost_id",07/12/21 12:46:55,053
763,True,"SELECT g.name, p.name FROM Hauntings  h JOIN PLACES p ON p.id = h.place_id JOIN Ghosts g ON g.id = h.ghost_id",07/12/21 12:47:11,053
764,False,"SELECT g.name, c.name FROM Ghosts g INNER JOIN Castles c ON g.id = c.owner",07/12/21 12:48:28,054
765,False,"SELECT distinct g.name, c.name FROM Ghosts g INNER JOIN Castles c ON g.id = c.owner",07/12/21 12:48:46,054
766,True,"SELECT g.name, c.name FROM Ghosts g LEFT JOIN Castles c ON g.id = c.owner",07/12/21 12:49:13,054
767,True,"select g.name from hauntings h inner join ghosts g on h.ghost_id = g.id inner join places p on h.place_id = p.id where p.name = ""forest""",07/12/21 12:50:58,055
768,True,"select w1.name  from lessons l inner join wizards w1 on l.teacher_id = w2.id inner join wizards w2 on l.pupil_id = w1.id where w2.name = ""Anna""",07/12/21 12:54:00,056
769,False,"select w.name from lessons l inner join wizards w on l.pupil_id = w.id where w.id != (select w.name from wizards w where name = ""Bingo"")",07/12/21 12:57:35,057
770,False,"select w.name from lessons l inner join wizards w on l.pupil_id = w.id group by w.name having w.id != (select w.name from wizards w where name = ""Bingo"")",07/12/21 12:58:25,057
771,False,select w.name from lessons l inner join wizards w on l.pupil_id = w.id where l.teacher_id =  select l.pupil_id where,07/12/21 13:02:32,057
772,False,select w.name from lessons l inner join wizards w on l.pupil_id = w.id where l.teacher_id,07/12/21 13:02:40,057
773,True,"SELECT w.name FROM Wizards w INNER JOIN Lessons l ON l.teacher_id = w.id WHERE l.pupil_id = (SELECT w.id FROM Wizards w WHERE w.name = ""Bingo"")",07/12/21 13:05:42,057
774,True,select title from Album,07/12/21 17:42:58,059
775,True,SELECT name FROM interpret ORDER BY name,07/12/21 17:43:29,060
776,False,"select title, rating from song where rating => 3",07/12/21 17:44:57,061
777,False,"select title, rating from Song where rating => 3",07/12/21 17:45:12,061
778,False,"select title, rating from Song where rating >= 3",07/12/21 17:45:21,061
779,True,"select title, rating from Song where rating <= 3",07/12/21 17:45:32,061
780,True,SELECT DISTINCT country FROM interpret,07/12/21 17:46:07,062
781,False,"select title, seconds from Song where seconds between 120 and 180 sort by seconds desc",07/12/21 17:47:21,063
782,True,"select title, seconds from Song where seconds between 120 and 180 order by seconds desc",07/12/21 17:47:31,063
783,False,"SELECT country, count(*) FROM interprets GROUP BY country",07/12/21 17:48:07,064
784,True,"SELECT country, count(*) FROM interpret GROUP BY country",07/12/21 17:48:17,064
785,False,"select language, rating, count(*) from Song",07/12/21 17:49:19,065
786,False,"select language, rating, count(rating) from Song",07/12/21 17:49:51,065
787,False,"select language, rating, count(rating) from Song",07/12/21 17:49:55,065
788,True,"select language, rating, count(*) from Song group by language, rating",07/12/21 17:50:20,065
789,False,"SELECT song_id, title FROM song WHERE title LIKE '%Christmas%'",07/12/21 17:51:41,043
790,True,"SELECT song_id, title FROM song WHERE title LIKE '%Christmas %'",07/12/21 17:52:00,043
791,True,"SELECT title, name FROM song INNER JOIN interpret ON interpret_id = interpret_fk WHERE language = 'de'",07/12/21 17:52:49,044
792,True,"SELECT a.title, s.rating, s.title FROM song s INNER JOIN album a ON a.album_id = s.album_fk WHERE s.rating = 3",07/12/21 17:55:36,045
793,True,"SELECT rating, count(*) FROM song GROUP BY rating HAVING count(*) = 1",07/12/21 17:56:39,066
794,True,"SELECT song_id, title, rating FROM song WHERE rating = (SELECT max(rating) FROM song)",07/12/21 17:57:50,047
795,True,"SELECT a.title, count(*), sum(s.seconds) FROM song s INNER JOIN album a ON a.album_id = s.album_fk GROUP BY a.title",07/12/21 18:05:00,048
796,True,"SELECT s.song_id, i.name, s.seconds FROM song s INNER JOIN interpret i ON i.interpret_id = s.interpret_fk WHERE s.seconds = (SELECT max(seconds) FROM song)",07/12/21 18:06:12,049
797,False,"SELECT s.title, s.seconds, i.name, a.title FROM song s LEFT JOIN album a ON a.album_id = s.album_fk INNER JOIN interpret i ON i.interpret_id = s.interpret_fk WHERE s.seconds <= 150 ORDER BY s.seconds",07/12/21 18:08:49,046
798,True,"SELECT s.title, s.seconds, i.name, a.title FROM song s LEFT JOIN album a ON a.album_id = s.album_fk LEFT JOIN interpret i ON i.interpret_id = s.interpret_fk WHERE s.seconds <= 150 ORDER BY s.seconds",07/12/21 18:09:02,046
799,True,SELECT DISTINCT year FROM ghosts ORDER BY year,07/12/21 18:09:42,042
800,False,"SELECT i.name, count(*), a.title FROM album a LEFT JOIN interpret i ON (i.interpret_id = s.interpret_fk) INNER JOIN song s ON (a.album_id = s.album_fk) WHERE a.album_id IN (SELECT album_fk FROM song WHERE interpret_fk IS NULL)",07/12/21 18:13:25,067
801,False,"SELECT i.name, count(*), a.title FROM album a LEFT JOIN interpret i ON (i.interpret_id = s.interpret_fk) INNER JOIN song s ON (a.album_id = s.album_id) WHERE a.album_id IN (SELECT album_fk FROM song WHERE interpret_fk IS NULL)",07/12/21 18:13:50,067
802,False,"SELECT i.name, count(*), a.title FROM album a LEFT JOIN interpret i ON (i.interpret_id = s.interpret_fk) INNER JOIN song s ON (a.album_id = s.album_id) WHERE a.album_id IN (SELECT album_fk FROM song WHERE interpret_fk IS NULL)",07/12/21 18:14:07,067
803,False,"SELECT i.name, count(*), a.title FROM album a LEFT JOIN interpret i ON (i.interpret_id = s.interpret_fk) INNER JOIN song s ON (a.album_id = s.album_id) WHERE a.album_id IN (SELECT album_fk FROM song WHERE interpret_fk IS NULL)",07/12/21 18:14:08,067
804,True,"SELECT i.name, count(*), a.title FROM album a INNER JOIN song s ON (a.album_id = s.album_fk) LEFT JOIN interpret i ON (i.interpret_id = s.interpret_fk) WHERE a.album_id IN (SELECT album_fk FROM song WHERE interpret_fk IS NULL) GROUP BY i.name, a.title;",07/12/21 18:15:09,067
805,False,SELECT * FROM zoo_animal WHERE cage_id IS NULL,06/02/22 16:57:07,077
806,True,"SELECT id, type, name, cage_id FROM zoo_animal WHERE cage_id IS NULL",06/02/22 16:57:17,077
807,False,"select a.name, a.type, e.firstname, e.lastname from zoo_employee e inner join zoo_animal a on (e.firstname = a.name)",06/02/22 16:59:32,078
808,True,"select a.name, a.type, e.firstname, e.surname from zoo_employee e inner join zoo_animal a on (e.firstname = a.name)",06/02/22 16:59:45,078
809,True,"SELECT name, type, birthdate FROM zoo_animal WHERE birthdate = entry_date ORDER BY birthdate DESC",06/02/22 17:01:29,079
810,True,select f.name from zoo_food f inner join zoo_animal a on (f.id = a.food_id) where a.name = 'Timon',06/02/22 17:02:57,080
811,False,"SELECT COUNT(type) AS amount, type FROM zoo_animal ORDER BY amount DESC",06/02/22 17:05:48,081
812,False,"SELECT COUNT(type) AS amount, type FROM zoo_animal GROUP BY name ORDER BY amount DESC",06/02/22 17:06:04,081
813,False,"SELECT COUNT(ALL) AS amount, type FROM zoo_animal ORDER BY amount DESC",06/02/22 17:06:13,081
814,False,"SELECT COUNT(type) AS amount, type FROM zoo_animal ORDER BY amount DESC GROUP BY type",06/02/22 17:06:25,081
815,False,"SELECT COUNT(type) AS amount, type FROM zoo_animal ORDER BY amount DESC",06/02/22 17:06:36,081
816,True,"SELECT COUNT(type) AS amount, type FROM zoo_animal GROUP BY type ORDER BY amount DESC",06/02/22 17:06:59,081
817,True,"select name, max(birthdate) from zoo_animal where type = 'bear'",06/02/22 17:08:16,082
818,False,"SELECT name, birthdate FROM zoo_animal a JOIN zoo_employee k ON a.cage_id = k.cage_id WHERE a.type='bear' AND k.firstname = 'Heidi')",06/02/22 17:10:22,083
819,True,"SELECT name, birthdate FROM zoo_animal WHERE  birthdate = (SELECT MAX(birthdate) FROM zoo_animal a JOIN zoo_employee k ON a.cage_id = k.cage_id WHERE a.type='bear' AND k.firstname = 'Heidi')",06/02/22 17:11:12,083
820,False,"select count(e.cage_id), e.firstname from zoo_employee e inner join zoo_animal a on (e.cage_id = a.cage_id)",06/02/22 17:14:37,084
821,True,"select count(e.cage_id), e.firstname from zoo_employee e inner join zoo_animal a on (e.cage_id = a.cage_id) group by e.firstname",06/02/22 17:15:10,084
822,True,"SELECT a.name, a.type FROM zoo_employee k JOIN zoo_animal a ON k.cage_id = a.cage_id JOIN zoo_food f ON  f.id = a.food_id WHERE f.name='blueberry' AND k.firstname = 'Heidi'",06/02/22 17:17:04,085
823,False,select avg(c.squaremeter) from zoo_cage c inner join zoo_animal a on (c.id = a.cage_id) where c.zone = north,06/02/22 17:18:23,086
824,False,select avg(c.squaremeter) from zoo_cage c inner join zoo_animal a on (c.id = a.cage_id) where c.zone = 'north',06/02/22 17:18:33,086
825,False,select avg(c.squaremeter / count(a.cage_id)) from zoo_cage c inner join zoo_animal a on (c.id = a.cage_id) where c.zone = 'north',06/02/22 17:19:48,086
826,False,select avg(c.squaremeter / count(a.cage_id)) from zoo_cage c inner join zoo_animal a on (c.id = a.cage_id) where c.zone = 'north' group by a.cage_id,06/02/22 17:20:05,086
827,True,"SELECT north_zone.squaremeter/count(*) FROM (SELECT zone, sum(squaremeter) squaremeter FROM zoo_cage WHERE zone = 'north' GROUP BY zone) north_zone INNER JOIN zoo_cage c ON (north_zone.zone = c.zone) INNER JOIN zoo_animal a ON (c.id = a.cage_id) GROUP BY c.zone, north_zone.squaremeter;",06/02/22 17:21:00,086
828,True,"SELECT north_zone.squaremeter/count(*) FROM (SELECT zone, sum(squaremeter) squaremeter FROM zoo_cage WHERE zone = 'north' GROUP BY zone) north_zone INNER JOIN zoo_cage c ON (north_zone.zone = c.zone) INNER JOIN zoo_animal a ON (c.id = a.cage_id) GROUP BY c.zone, north_zone.squaremeter;",06/02/22 17:22:29,086
829,True,SELECT name from ghosts,28/09/21 16:40:37,000
830,True,SELECT name from ghosts,28/09/21 16:43:12,001
831,False,"from ghosts name, year",28/09/21 16:43:25,002
832,False,"name, year from ghosts",28/09/21 16:43:28,002
833,True,"SELECT name, year from ghosts",28/09/21 16:43:35,002
834,True,"SELECT year FROM GHOSTS WHERE name = ""Sieglinde""",28/09/21 16:43:54,003
835,False,"SELECT name FROM ghosts WHERE name = ""Desiree"" OR name = ""Kaaleppi""",28/09/21 16:45:32,004
836,False,SELECT name FROM ghosts WHERE year FROM 1800 TO 1900,28/09/21 16:46:55,004
837,False,SELECT name FROM ghosts WHERE year BETWEEN 1800 TO 1900,28/09/21 16:47:14,004
838,True,SELECT name FROM ghosts WHERE year BETWEEN 1800 AND 1900,28/09/21 16:47:18,004
839,True,SELECT name FROM ghosts WHERE year BETWEEN 1700 AND 1799,28/09/21 16:48:11,005
840,False,SELECT name FROM ghosts ORDER BY,28/09/21 16:49:03,006
841,False,SELECT name FROM ghosts ORDER BY asc,28/09/21 16:49:09,006
842,False,SELECT name FROM ghosts WHERE ORDER BY asc,28/09/21 16:49:37,006
843,True,SELECT name FROM ghosts ORDER BY name,28/09/21 16:50:06,006
844,True,SELECT name FROM ghosts ORDER BY year desc,28/09/21 16:50:45,007
845,True,SELECT DISTINCT year FROM ghosts,28/09/21 16:51:21,008
846,False,SELECT * FROM ghosts ORDER BY year asc AND name asc,28/09/21 16:52:14,009
847,True,"SELECT * FROM ghosts ORDER BY year asc, name asc",28/09/21 16:52:38,009
848,False,SELECT name FROM ghosts WHERE year = 1833,28/09/21 16:53:18,010
849,True,SELECT DISTINCT name FROM ghosts WHERE year = 1833,28/09/21 16:53:29,010
850,True,SELECT * FROM ghosts WHERE year = 1650,28/09/21 16:54:32,011
851,False,SELECT NAME FROM Ghosts WHERE YEAR='1650' ORDER BY NAME DESC,28/09/21 16:55:23,012
852,True,SELECT DISTINCT NAME FROM Ghosts WHERE YEAR='1650' ORDER BY NAME DESC,28/09/21 16:55:34,012
853,True,SELECT name from ghosts,01/10/21 15:57:16,000
854,True,SELECT name from ghosts,01/10/21 15:57:57,001
855,True,"SELECT name, year from ghosts",01/10/21 15:58:21,002
856,True,"SELECT year FROM GHOSTS WHERE name = ""Sieglinde""",01/10/21 15:59:02,003
857,True,SELECT name FROM ghosts WHERE year > 1800,01/10/21 15:59:38,004
858,True,SELECT name FROM Ghosts WHERE year > 1700 AND year < 1800,01/10/21 16:00:40,005
859,True,SELECT name FROM ghosts ORDER BY name,01/10/21 16:01:19,006
860,False,SELECT name FROM ghosts ORDER BY year ASC,01/10/21 16:02:05,007
861,True,SELECT name FROM ghosts ORDER BY year DESC,01/10/21 16:02:15,007
862,False,DISTINCT SELECT FROM year ghosts,01/10/21 16:02:57,008
863,False,SELECT DISTINCT FROM year ghosts,01/10/21 16:03:02,008
864,True,SELECT DISTINCT year FROM ghosts,01/10/21 16:03:08,008
865,False,SELECT * FROM ghosts ORDER BY year ASC AND name ASC,01/10/21 16:05:15,009
866,True,"SELECT * FROM ghosts ORDER BY year ASC, name ASC",01/10/21 16:05:26,009
867,False,"SELECT DISTINCT name WHERE year = ""1833""",01/10/21 16:06:36,010
868,True,"SELECT DISTINCT name FROM ghosts WHERE year = ""1833""",01/10/21 16:07:20,010
869,True,"SELECT * FROM ghosts WHERE year = ""1650""",01/10/21 16:07:56,011
870,False,SELECT NAME FROM Ghosts WHERE YEAR='1650' ORDER BY NAME DESC,01/10/21 16:08:53,012
871,True,SELECT DISTINCT NAME FROM Ghosts WHERE YEAR='1650' ORDER BY NAME DESC,01/10/21 16:09:17,012
872,False,SELECT * FROM ghosts ORDER BY year DESC AND name ASC,05/10/21 15:16:40,013
873,False,"SELECT * FROM ghosts ORDER BY year DESC, name ASC",05/10/21 15:16:46,013
874,False,"SELECT * FROM ghosts WHERE year <= 1700 AND year > 1800 ORDER BY year DESC, name ASC",05/10/21 15:17:54,013
875,False,"SELECT * FROM ghosts WHERE year <= 1700, year > 1800 ORDER BY year DESC, name ASC",05/10/21 15:18:02,013
876,True,"SELECT * FROM ghosts WHERE year <= 1700 AND year > 1600 ORDER BY year DESC, name ASC",05/10/21 15:18:14,013
877,True,SELECT DISTINCT name FROM ghosts WHERE year == 1777 ORDER BY name ASC,05/10/21 15:19:29,014
878,False,SELECT * FROM ghosts WHERE year < 1800 AND year > 1700,05/10/21 15:20:23,015
879,False,"SELECT * FROM ghosts WHERE name LIKE ¨Veronika"" AND year < 1800 AND year > 1700",05/10/21 15:20:53,015
880,False,"SELECT * FROM ghosts WHERE name LIKE ¨Veronika"" AND year < 1800 AND year > 1700",05/10/21 15:21:09,015
881,False,Write a SQL query...,05/10/21 15:21:24,015
882,True,"SELECT * FROM ghosts WHERE name = ""Veronika"" AND YEAR BETWEEN 1700 AND 1800",05/10/21 15:24:53,015
883,True,SELECT name FROM wizards WHERE skill < 4 ORDER BY skill ASC,05/10/21 15:26:00,016
884,False,SELECT count(*) FROM ghosts WHERE year BETWEEN 1600 AND 1700,05/10/21 15:26:48,017
885,False,SELECT DISTINCT count(*) FROM ghosts WHERE year BETWEEN 1600 AND 1700,05/10/21 15:27:16,017
886,False,SELECT count(*) FROM ghosts WHERE year BETWEEN 1700 AND 1800,05/10/21 15:28:11,017
887,False,SELECT DISTINCT count(name) FROM ghosts WHERE year BETWEEN 1600 AND 1700,05/10/21 15:28:40,017
888,False,SELECT DISTINCT name FROM ghosts WHERE year BETWEEN 1600 AND 1700,05/10/21 15:28:48,017
889,False,SELECT DISTINCT count(*) FROM ghosts WHERE year BETWEEN 1600 AND 1700,05/10/21 15:29:01,017
890,False,SELECT DISTINCT count(*) FROM ghosts WHERE year BETWEEN 1600 AND 1700,05/10/21 15:29:14,017
891,True,SELECT COUNT (DISTINCT NAME) FROM ghosts WHERE year BETWEEN 1600 AND 1700,05/10/21 15:31:21,017
892,False,SELECT YEAR FROM GHOSTS WHERE BETWEEN '1700' AND '1800' AND MIN (YEAR) = OR LOW,16/10/21 09:18:36,018
893,False,SELECT FROM GHOSTS WHERE YEAR BETWEEN '1700' AND '1800' AND MIN (YEAR) = OR LOW,16/10/21 09:18:44,018
894,False,SELECT YEAR FROM GHOSTS WHERE BETWEEN '1700' AND '1800' AND MIN (YEAR) = OR LOW,16/10/21 09:18:55,018
895,True,SELECT MIN (YEAR) FROM GHOSTS WHERE YEAR BETWEEN '1700' AND '1800',16/10/21 09:19:49,018
896,False,"SELECT count(DISTINCT id)  FROM ghosts WHERE name = ""Siegfried""",16/10/21 09:23:29,019
897,False,"SELECT count(DISTINCT id)  FROM ghosts WHERE murdered == (      SELECT murdered       FROM ghosts       WHERE name LIKE ""Siegfried"")",16/10/21 09:25:43,019
898,False,"SELECT count(DISTINCT id)  FROM ghosts WHERE murdered IN (      SELECT murdered       FROM ghosts       WHERE name LIKE ""Siegfried"")",16/10/21 09:26:18,019
899,False,"SELECT count(*)  FROM ghosts WHERE murdered IN (      SELECT murdered       FROM ghosts       WHERE name LIKE ""Siegfried"")",16/10/21 09:26:59,019
900,True,"SELECT SUM(murdered) FROM ghosts WHERE name = ""Siegfried""",16/10/21 09:28:34,019
901,True,SELECT max(year) FROM ghosts WHERE year BETWEEN 1600 AND 1700,16/10/21 09:29:47,020
902,True,SELECT count(*) FROM ghosts WHERE murdered >= 2,16/10/21 09:30:16,021
903,True,SELECT COUNT (*) FROM GHOSTS WHERE YEAR BETWEEN 1700 AND 1800,16/10/21 09:31:29,022
904,True,"SELECT min(year), max(year) FROM ghosts",16/10/21 09:32:33,023
905,True,SELECT name FROM ghosts ORDER BY name ASC LIMIT 1,16/10/21 09:33:18,024
906,True,SELECT count(DISTINCT year) FROM ghosts,16/10/21 09:33:53,025
907,True,"SELECT AREA, COUNT(*) FROM WIZARDS GROUP BY AREA",16/10/21 09:35:18,026
908,False,"SELECT AREA, SUM(SKILL) FROM WIZARDS GROUP BY",16/10/21 09:37:35,027
909,True,"SELECT AREA, SUM(SKILL) FROM WIZARDS GROUP BY AREA",16/10/21 09:37:38,027
910,False,SELECT name  FROM wizards WHERE skill <= 4 ORDER BY skill ASC,16/10/21 09:39:05,028
911,True,SELECT name  FROM wizards WHERE skill < 4 ORDER BY skill ASC,16/10/21 09:39:17,028
912,False,"SELECT area, count(DISTINCT id) GROUP BY area",16/10/21 09:41:16,029
913,False,"SELECT area, count(id) GROUP BY area",16/10/21 09:41:29,029
914,True,"SELECT area, count(id) FROM wizards GROUP BY area",16/10/21 09:41:36,029
915,False,SELECT max(skill) FROM wizards GROUP BY area,16/10/21 09:42:54,030
916,True,"SELECT area, max(skill) FROM wizards GROUP BY area",16/10/21 09:43:02,030
917,False,"SELECT area, count(*)  FROM wizards WHERE skill == 5",16/10/21 09:43:42,031
918,False,"SELECT area, count(*)  FROM wizards GROUP BY area WHERE skill == 5",16/10/21 09:44:04,031
919,False,"SELECT area, count(*)  FROM wizards GROUP BY area HAVING skill == 5",16/10/21 09:44:13,031
920,False,"SELECT area, count(*)  FROM wizards GROUP BY area HAVING skill == 5",16/10/21 09:44:39,031
921,False,"SELECT area, count(*)  FROM wizards GROUP BY area HAVING skill == 5",16/10/21 09:44:50,031
922,True,"SELECT area, count(*)  FROM wizards WHERE skill == 5 GROUP BY area",16/10/21 09:45:06,031
923,True,SELECT AREA FROM WIZARDS WHERE SKILL < 3 GROUP BY AREA,16/10/21 09:45:54,032
924,True,SELECT area FROM wizards GROUP BY area HAVING count(*) == 1,16/10/21 09:47:06,033
925,True,"SELECT g.name, p.name FROM ghosts g, places p WHERE g.place_id == p.id",16/10/21 09:52:11,034
